packet_size,timestamp,protocol,ip_src,ip_dst,transport,tls_version,tcp_seq,tcp_ack,tcp_window,tcp_flags,tls_handshake_type,tls_cipher_suite,flow_size,flow_volume,inter_packet_time,avg_rtt
85.0,1739284573.751427,TLS,10.12.16.216,142.251.209.36,TCP,0x0303,4438.0,6338.0,130048.0,24.0,Unknown,Unknown,2368.0,12.0,0.0001518726348876953,0.049888054529825844
54.0,1739284573.751828,TCP,10.12.16.216,142.251.143.195,TCP,Unknown,2437.0,7280.0,131072.0,17.0,Unknown,Unknown,1716.0,12.0,0.017932891845703125,0.051199495792388916
372.0,1739284573.752067,TLS,216.58.204.138,10.12.16.216,TCP,0x0303,6745.0,2593.0,267520.0,24.0,Unknown,Unknown,7672.0,11.0,0.037592172622680664,0.017520010471343994
672.0,1739284573.752067,TLS,216.58.204.138,10.12.16.216,TCP,0x0303,7063.0,2593.0,267520.0,24.0,Unknown,Unknown,8344.0,12.0,0.0,0.017520010471343994
85.0,1739284573.752067,TLS,216.58.204.138,10.12.16.216,TCP,0x0303,7681.0,2593.0,267520.0,24.0,Unknown,Unknown,8429.0,13.0,0.0,0.017520010471343994
93.0,1739284573.752067,TLS,216.58.204.138,10.12.16.216,TCP,0x0303,7712.0,2593.0,267520.0,24.0,Unknown,Unknown,8522.0,14.0,0.0,0.017520010471343994
54.0,1739284573.752143,TCP,10.12.16.216,216.58.204.138,TCP,Unknown,2624.0,7751.0,131072.0,16.0,Unknown,Unknown,1903.0,12.0,0.03728795051574707,0.042935943603515624
54.0,1739284573.752926,TCP,10.12.16.216,216.58.204.138,TCP,Unknown,2624.0,7751.0,131072.0,17.0,Unknown,Unknown,1957.0,13.0,0.0007832050323486328,0.042935943603515624
125.0,1739284573.754324,QUIC,10.12.16.216,142.251.209.36,UDP,Unknown,1896.0,1874.0,265984.0,17.0,Unknown,Unknown,4246.0,7.0,0.016492843627929688,
116.0,1739284573.755289,QUIC,10.12.16.216,142.251.209.36,UDP,Unknown,1896.0,1874.0,265984.0,17.0,Unknown,Unknown,4362.0,8.0,0.000965118408203125,
56.0,1739284573.75659,TCP,142.251.209.36,10.12.16.216,TCP,Unknown,6338.0,4297.0,266240.0,16.0,Unknown,Unknown,7007.0,12.0,0.005406856536865234,0.01909027780805315
92.0,1739284573.757066,DNS,10.12.16.216,172.16.0.232,UDP,Unknown,1896.0,1874.0,265984.0,17.0,Unknown,Unknown,92.0,1.0,0.0007390975952148438,
92.0,1739284573.757256,DNS,10.12.16.216,172.16.0.232,UDP,Unknown,1896.0,1874.0,265984.0,17.0,Unknown,Unknown,92.0,1.0,0.0007390975952148438,
74.0,1739284573.764181,QUIC,10.12.16.216,142.251.209.36,UDP,Unknown,1896.0,1874.0,265984.0,17.0,Unknown,Unknown,4436.0,9.0,0.008891820907592773,
56.0,1739284573.766369,TCP,142.251.209.36,10.12.16.216,TCP,Unknown,6338.0,4370.0,266240.0,16.0,Unknown,Unknown,7063.0,13.0,0.009779214859008789,0.017926394939422607
56.0,1739284573.772037,TCP,216.58.204.138,10.12.16.216,TCP,Unknown,7751.0,2624.0,267520.0,16.0,Unknown,Unknown,8578.0,15.0,0.019969940185546875,0.01800999641418457
56.0,1739284573.773069,TCP,142.251.143.195,10.12.16.216,TCP,Unknown,7280.0,2398.0,267776.0,16.0,Unknown,Unknown,8053.0,14.0,0.04065299034118652,0.022916412353515624
56.0,1739284573.77549,TCP,142.251.209.36,10.12.16.216,TCP,Unknown,6338.0,4438.0,266240.0,16.0,Unknown,Unknown,7119.0,14.0,0.009120941162109375,0.016948011186387803
56.0,1739284573.780262,TCP,74.125.133.84,10.12.16.216,TCP,Unknown,5389.0,3276.0,266752.0,16.0,Unknown,Unknown,5838.0,8.0,0.07613492012023926,0.029539203643798827
56.0,1739284573.780262,TCP,74.125.133.84,10.12.16.216,TCP,Unknown,5389.0,4912.0,265216.0,16.0,Unknown,Unknown,5894.0,9.0,0.0,0.024616003036499023
1022.0,1739284573.781272,TLS,74.125.133.84,10.12.16.216,TCP,0x0303,5389.0,4944.0,265216.0,24.0,Unknown,Unknown,6916.0,10.0,0.0010099411010742188,0.024616003036499023
85.0,1739284573.781272,TLS,74.125.133.84,10.12.16.216,TCP,0x0303,6357.0,4944.0,265216.0,24.0,Unknown,Unknown,7001.0,11.0,0.0,0.024616003036499023
54.0,1739284573.781326,TCP,10.12.16.216,74.125.133.84,TCP,Unknown,4944.0,6388.0,130048.0,16.0,Unknown,Unknown,2735.0,10.0,0.07338404655456543,0.0537869930267334
85.0,1739284573.781505,TLS,10.12.16.216,74.125.133.84,TCP,0x0303,4944.0,6388.0,130048.0,24.0,Unknown,Unknown,2820.0,11.0,0.00017905235290527344,0.0537869930267334
